english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
review,n.,"Bài đánh giá, lời đánh giá",/rɪˈvjuː/,"An examination of something, with the intention of changing it if necessary",The film received generally positive reviews.,Bộ phim nhìn chung đã nhận được nhiều lời đánh giá tích cực.,https://audio.tflat.vn/data/cache/images/300x225/r/e/review1.jpeg,https://audio.tflat.vn/audio/r/e/review.mp3,Theater,https://tienganhtflat.com/blog/toeic-words-theater
sell out,v.,Hết vé,/'selaut/,To sell all the tickets,The tickets sold out within hours.,Các vé đã được bán hết trong vài giờ.,https://audio.tflat.vn/data/cache/images/300x225/s/e/sell_out1.jpg,https://audio.tflat.vn/audio/s/e/sell_out.mp3,Theater,https://tienganhtflat.com/blog/toeic-words-theater
appreciation,n.,Sự cảm kích,"/ə,pri:ʃi'eiʃn/",Pleasure that you have when you recognize good qualities,She shows little appreciation of good music.,Cô ấy cho thấy một chút sự đánh giá cao về thẩm mỹ âm nhạc tốt.,https://audio.tflat.vn/data/cache/images/300x225/a/p/appreciation2.jpg,https://audio.tflat.vn/audio/a/p/appreciation.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
be made of,v.,Làm bằng (cái gì),/bi: meɪd əv/,Be produced of,This job will really test what you are made of.,Công việc này sẽ thật sự kiểm tra xem anh là người thế nào.,https://audio.tflat.vn/data/cache/images/300x225/b/e/be_made_of2.jpg,https://audio.tflat.vn/audio/b/e/be_made_of.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
bring in,,"Tuyển dụng, dẫn tới",/brɪŋ ɪn/,To hire or recruit,The company brings in new team of project planners.,Công ty thuê một đội mới cho các nhà hoạch định dự án.,https://audio.tflat.vn/data/cache/images/300x225/b/r/bring_in2.jpg,https://audio.tflat.vn/audio/b/r/bring_in.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
casually,adv.,"Bình thường, không trịnh trọng",/ˈkæʒuəli/,Not showing much care or throught,"On Fridays, most employees dress casually.","Vào các thứ Sáu, phần lớn nhân viên ăn mặc tùy ý (không mặc đồng phục).",https://audio.tflat.vn/data/cache/images/300x225/c/a/casually1.png,https://audio.tflat.vn/audio/c/a/casually.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
code,n.,"Quy tắc, luật lệ",/koud/,A set moral principles or rules of behaviour,Even the most traditional companies are changing their dress code to something less formal.,Thậm chí hầu hết các công ty theo lối cổ cũng đang thay đổi quy tắc ăn mặc của họ sao cho bớt trịnh trọng đi.,https://audio.tflat.vn/data/images_example/300x225/e/v/even_the_m_ex1_56248d157f8b9a040dc65e38.jpg,https://audio.tflat.vn/audio/c/o/code.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
expose,v.,"Phơi bày, bộc lộ",/iks'pouz/,To show something that is usually hidden,He did not want to expose his fears and insecurity to anyone.,Anh ấy không muốn để lộ sự sợ hãi và bất an của mình cho bất cứ ai.,https://audio.tflat.vn/data/images_example/300x225/h/e/he_did_not_ex1_56248d157f8b9a040dc65e3c.png,https://audio.tflat.vn/audio/e/x/expose.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
glimpse,n.,Cái nhìn lướt qua,/ɡlɪmps/,A look at somebody / something for a very short time,The secretary caught a glimpse of her new boss as she was leaving the office.,Cô thư ký bắt gặp ánh mắt lướt qua của người chủ mới khi cô ấy rời khỏi văn phòng.,https://audio.tflat.vn/data/cache/images/300x225/g/l/glimpse1.jpg,https://audio.tflat.vn/audio/g/l/glimpse.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
out of,adj.,"Hết, không còn",/aʊt əv/,No longer having,The presenter ran out of time before he reached his conclusion.,Người dẫn chương trình đã hết thời gian trước khi anh ta đi đến kết luận.,https://audio.tflat.vn/data/cache/images/300x225/o/u/out_of2.jpg,https://audio.tflat.vn/audio/o/u/out_of.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
outdated,adj.,"Hết hạn; lỗi thời, lạc hậu, cổ, hiện nay không còn dùng (obsolete)",/aut'deitid/,Not currently in use,"Before you do a mailing, make sure that none of the addresses is outdated.","Trước khi anh gửi thư, hãy bảo đảm rằng không có địa chỉ nào hiện không còn sử dụng",https://audio.tflat.vn/data/cache/images/300x225/o/u/outdated1.jpg,https://audio.tflat.vn/audio/o/u/outdated.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
practice,v.,"Thực hành, rèn luyện ",/'præktis/,Action rather than ideas,Bill practiced answering the telephone until he was satisfied.,Bill thực tập trả lời điện thoại cho đến khi anh ta cảm thấy hài lòng.,https://audio.tflat.vn/data/cache/images/300x225/p/r/practice1.jpeg,https://audio.tflat.vn/audio/p/r/practice.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
reinforce,v.,"Tăng cường, củng cố","/,ri:in'fɔ:s/","To make a feeling, an idea, etc. stronger",Employees reinforced their learning with practice in the workplace.,Các nhân viên củng cố kiến thức của mình bằng việc thực hành ở nơi làm việc.,https://audio.tflat.vn/data/images_example/300x225/e/m/employees__ex1_56248d157f8b9a040dc65e44.jpg,https://audio.tflat.vn/audio/r/e/reinforce.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
verbally,adv.,"Bằng miệng, bằng lời nói",/'və:bəli/,In spoken words and not in writing or actions,The guarantee was made only verbally.,Sự bảo đảm được cam kết chỉ bằng lời.,https://audio.tflat.vn/data/cache/images/300x225/v/e/verbally1.jpg,https://audio.tflat.vn/audio/v/e/verbally.mp3,Office Procedures,https://tienganhtflat.com/blog/toeic-words-office-procedures
consult,v.,"Tham khảo, hỏi ý kiến, quan tâm",/kən'sʌlt/,To go to someone for information or advice,"If the pain continues, consult your doctor.","Nếu cơn đau vẫn tiếp tục, thì bạn tham khảo ý kiến bác sĩ của bạn.",https://audio.tflat.vn/data/cache/images/300x225/c/o/consult1.png,https://audio.tflat.vn/audio/c/o/consult.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
control,v.,"Điều khiển, chỉ đạo",/kən'troul/,The ability to make someone or something do what you want,His every action is controlled by the manager.,Mọi hành động của anh ta đều do giám đốc chỉ đạo.,https://audio.tflat.vn/data/cache/images/300x225/c/o/control1.png,https://audio.tflat.vn/audio/c/o/control.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
convenient,adj.,Thuận tiện,/kənˈviːniənt/,"Useful, easy, or quick to do; not causing problems",Living here is so convenient – everything I need is just 5 minutes away.,Sống ở đây thật thuận tiện – mọi thứ mình cần chỉ cách 5 phút.,https://audio.tflat.vn/data/cache/images/300x225/c/o/convenient1.jpg,https://audio.tflat.vn/audio/c/o/convenient.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
detect,v.,"Tìm ra, khám phá ra, nhận thấy",/di'tekt/,To discover something,The tests are designed to detect the disease early.,Các xét nghiệm này được thiết kế để phát hiện bệnh sớm.,https://audio.tflat.vn/data/cache/images/300x225/d/e/detect1.png,https://audio.tflat.vn/audio/d/e/detect.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
factor,n.,"Nhân tố, yếu tố",/'fæktə/,One of several things that cause or influence something,The result will depend on a number of different factors.,Kết quả sẽ phụ thuộc vào một số lượng những nhân tố khác nhau.,https://audio.tflat.vn/data/cache/images/300x225/f/a/factor1.png,https://audio.tflat.vn/audio/f/a/factor.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
interaction,n.,"‹sự› tương tác, ảnh hưởng lẫn nhau, tác động qua lại","/,intər'ækʃn/","Communicate with somebody, especially while you work, play or spend time with them",My pharmacist was concerned about the interaction of the two medications I was prescribed.,Dược sĩ của tôi lo lắng về sự tương tác của 2 loại thuốc mà tôi được kê toa.,https://audio.tflat.vn/data/cache/images/300x225/i/n/interaction.jpg,https://audio.tflat.vn/audio/i/n/interaction.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
limit,n.,"Giới hạn, hết hạn dùng",/'limit/,A point at which something stops being possible or existing,We were reaching the limits of civilization.,Chúng tôi đã đạt đến giới hạn của nền văn minh.,https://audio.tflat.vn/data/cache/images/300x225/l/i/limit1.png,https://audio.tflat.vn/audio/l/i/limit.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
monitor,v.,"Quan sát, theo dõi",/'mɔnitə/,To watch and check something over a period of time,The patient had weekly appointments so that the doctor could monitor their progress.,Người bệnh có các cuộc hẹn hàng tuần để cho bác sĩ có thể theo dõi tiến triển của họ.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_patien_ex1_56248d177f8b9a040dc662d0.jpg,https://audio.tflat.vn/audio/m/o/monitor.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
potential,adj.,"Tiềm năng, tiềm tàng",/pəˈtenʃl/,That can develop into something or be developed in the future,They will select potential matches and help the two people meet face to face.,Họ sẽ chọn những người phù hợp có tiềm năng và giúp hai người gặp mặt trực tiếp.,https://audio.tflat.vn/data/cache/images/300x225/p/o/potential1.png,https://audio.tflat.vn/audio/p/o/potential.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
sample,n.,"Mẫu, mẫu vật",/ˈsæmpl/,A small amount of a substance taken from a larger amount and tested in order to obtain information about the substance,It is necessary to give the students some samples.,Việc cung cấp cho sinh viên một số mẫu là cần thiết.,https://audio.tflat.vn/data/cache/images/300x225/s/a/sample1.jpg,https://audio.tflat.vn/audio/s/a/sample.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
sense,n.,"Giác quan, tri giác, cảm giác",/sens/,A feeling about something important,How many senses do you have?,Bạn có bao nhiêu giác quan?,https://audio.tflat.vn/data/cache/images/300x225/s/e/sense1.png,https://audio.tflat.vn/audio/s/e/sense.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
volunteer,n.,"Người tình nguyện, tình nguyện viên",/ˌvɒlənˈtɪə(r)/,To offer to do something without being forced to do it,I've worked as a volunteer at a special school twice since I finished Grade 10.,Tôi đã làm tình nguyện viên ở một trường học đặc biệt hai lần kể từ khi tôi học xong lớp 10.,https://audio.tflat.vn/data/cache/images/300x225/v/o/volunteer1.png,https://audio.tflat.vn/audio/v/o/volunteer.mp3,Pharmacy,https://tienganhtflat.com/blog/toeic-words-pharmacy
appeal,n.,"Sức hấp dẫn, lôi cuốn",/əˈpiːl/,The ability to attract,A restaurant with good food and reasonable prices has a lot of appeal.,Một nhà hàng có thức ăn ngon và giá cả phải chăng có sức hút rất mạnh.,https://audio.tflat.vn/data/images_example/300x225/a/_/a_restaura_ex1_56248d127f8b9a020d261a00.jpg,https://audio.tflat.vn/audio/a/p/appeal.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
arrive,v.,Đến,/ə'raiv/,To reach a destination,What time do you arrive at the airport?,"Khi nào bạn đến sân bay?
",https://audio.tflat.vn/data/cache/images/300x225/a/r/arrive1.jpeg,https://audio.tflat.vn/audio/a/r/arrive.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
compromise,n.,Sự thoả hiệp,/'kɔmprəmaiz/,An agreement made between two people or groups in which each side gives up some of the things they want so that both sides are happy at the end,After lengthy talks the two sides finally reached a compromise.,Sau cuộc đàm phán kéo dài hai bên cuối cùng đã đạt đến một thỏa hiệp.,https://audio.tflat.vn/data/cache/images/300x225/c/o/compromise2.jpg,https://audio.tflat.vn/audio/c/o/compromise.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
daringly,adv.,"Táo bạo, cả gan, phiêu lưu, dũng cảm (bravely)",/ˈdeərɪŋli/,Brave; willing to do dangerous,We daringly ordered the raw squid.,Chúng tôi cả gan gọi món mực sống.,https://audio.tflat.vn/data/images_example/300x225/w/e/we_daringl_ex1_580ec4a47f8b9a0e898b4567.jpg,https://audio.tflat.vn/audio/d/a/daringly.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
familiar,adj.,"Quen thuộc, thông thường",/fə'miljə/,Well known to you,It's nice to see some familiar items on the menu.,Thật là hay khi thấy vài món ăn quen thuộc trong thực đơn.,https://audio.tflat.vn/data/cache/images/300x225/f/a/familiar2.jpg,https://audio.tflat.vn/audio/f/a/familiar.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
guide,n.,"Hướng dẫn viên, sách hướng dẫn",/gaɪd/,A person who shows other people the way to a place,"I don't know where to go, so why don't we consult the guide.","Tôi không biết đi đâu, vậy thì sao chúng ta không hỏi ý kiến hướng dẫn viên.",https://audio.tflat.vn/data/cache/images/300x225/g/u/guide1.png,https://audio.tflat.vn/audio/g/u/guide.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
majority,n.,"Phần lớn, đa số",/mə'dʤɔriti/,The largest part of a group of people or things,The majority of the group wanted to try the new Chinese restaurant.,Phần lớn nhóm muốn đi ăn thử ở nhà hàng Trung Quốc mới.,https://audio.tflat.vn/data/cache/images/300x225/m/a/majority1.png,https://audio.tflat.vn/audio/m/a/majority.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
mix,"n,v.","(n.) hỗn hợp; (v.) hợp vào, trộn lẫn",/miks/,"If two or more substances mix or you mix them, they combine, usually in a way that means they cannot easily be separated",The mix of bright colors on the plate was very pleasing.,Sự pha trộn các màu sáng ở trên đĩa thì rất thú vị.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_mix_of_ex1_56248d167f8b9a040dc660ec.jpg,https://audio.tflat.vn/audio/m/i/mix.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
rely,v.,"Dựa vào, tin cậy",/ri'lai/,To need or depend on someone or something,I seldom rely on the restaurant reviews in the paper when choosing a restaurant.,Tôi hiếm khi tin vào bài đánh giá nhà hàng ở trên báo mỗi khi chọn lựa một nhà hàng.,https://audio.tflat.vn/data/cache/images/300x225/r/e/rely1.png,https://audio.tflat.vn/audio/r/e/rely.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
secure,adj.,"Chắc chắn, an toàn",/sɪˈkjʊər/,,At last they were able to feel secure about the future.,"Cuối cùng, họ đã có thể cảm thấy chắc chắn về tương lai.",https://audio.tflat.vn/data/images_example/300x225/a/t/at_last_th_ex2_587727aa7f8b9a01308b4617.jpg,https://audio.tflat.vn/audio/s/e/secure.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
subjective,adj.,Chủ quan,/səb'dʤektiv/,"Based on your own ideas or opinions rather than facts, and therefore sometimes unfair","The reviews in this guidebook are highly subjective, but fun to read.","Những bài đánh giá trong sách hướng dẫn này rất là chủ quan, nhưng đọc cũng vui.",https://audio.tflat.vn/data/cache/images/300x225/s/u/subjective1.jpg,https://audio.tflat.vn/audio/s/u/subjective.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
suggestion,n.,"Lời đề nghị, sự gợi ý",/səˈdʒestʃən/,An idea or a plan that you mention for someone else to think about,Thank you so much for your suggestion.,Cảm ơn bạn rất nhiều về đề nghị của bạn.,https://audio.tflat.vn/data/cache/images/300x225/s/u/suggestion1.jpg,https://audio.tflat.vn/audio/s/u/suggestion.mp3,Selecting A Restaurant,https://tienganhtflat.com/blog/toeic-words-selecting-a-restaurant
accustom to,v.,"Làm cho quen, tập cho quen",/əˈkʌstəm tu:/,To become familiar with,Chefs must accustom themselves to working long hours.,Các đầu bếp phải tự làm quen với việc nấu nướng trong nhiều giờ.,https://audio.tflat.vn/data/cache/images/300x225/a/c/accustom_to1.jpg,https://audio.tflat.vn/audio/a/c/accustom_to.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
apprentice,n.,"Người học việc, người mới vào nghề",/ə'prentis/,Young person who works for an employer for a fixed period of time in order to learn the particular skills needed in their job,The cooking school has an apprentice program that places students in restaurants to gain work experience.,Trường dạy nấu ăn có một chương trình học nghề là đưa học viên đến các nhà hàng để lấy kinh nghiệm làm việc.,https://audio.tflat.vn/data/cache/images/300x225/a/p/apprentice1.png,https://audio.tflat.vn/audio/a/p/apprentice.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
culinary,adj.,Việc bếp núc,/'kʌlinəri/,Connected with cooking or food,The chef was widely known for his culinary artistry.,Người đầu biết được biết đến rộng rãi về nghệ thuật thuật ẩm thực của ông ấy.,https://audio.tflat.vn/data/cache/images/300x225/c/u/culinary1.png,https://audio.tflat.vn/audio/c/u/culinary.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
demand,n.,Nhu cầu,/dɪˈmɑːnd/,,Higher prices reduce demand.,Giá cao hơn làm giảm nhu cầu.,https://audio.tflat.vn/data/cache/images/300x225/d/e/demand1.jpg,https://audio.tflat.vn/audio/d/e/demand.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
incorporate,v.,Kết hợp chặt chẽ; hợp thành tổ chức/đoàn thể,/đoàn thể /in'kɔ:pərit/,To include something so that it forms a part of something,Here are the fresh greens for you to incorporate into a salad.,Đây là rau tươi cho anh để kết hợp thành một món salad (rau trộn).,https://audio.tflat.vn/data/cache/images/300x225/i/n/incorporate2.png,https://audio.tflat.vn/audio/i/n/incorporate.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
influx,n.,"Sự chảy vào, sự tràn vào",/'inflʌks/,"The fact of a lot of people, money, or things arriving somewhere","Due to the rise in popularity of cooking as a career, cooking schools report an influx of applications.","Vì việc gia tăng sự phổ biến của nghề nấu ăn, các trường dạy nấu ăn báo cáo một dòng chảy các đơn xin nhập học.",https://audio.tflat.vn/data/cache/images/300x225/i/n/influx1.png,https://audio.tflat.vn/audio/i/n/influx.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
method,n.,"Phương pháp, cách thức",/ˈmeθəd/,A particular way of doing something,Gloria perfected a simple method for making croissants.,Gloria đã hoàn thành một phương pháp đơn giản để làm bánh sừng bò.,https://audio.tflat.vn/data/cache/images/300x225/m/e/method1.jpg,https://audio.tflat.vn/audio/m/e/method.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
outlet,n.,"Chỗ thoát ra, lối ra",/'autlet/,"A way of expressing or making good use of strong feelings, ideas, or energy",Many people find cooking to be a hands-on outlet for their creativity.,Nhiều người xem nấu ăn là một phương tiện thực hành để thỏa mãn óc sáng tạo của mình.,https://audio.tflat.vn/data/cache/images/300x225/o/u/outlet1.png,https://audio.tflat.vn/audio/o/u/outlet.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
profession,n.,Nghề nghiệp,/prəˈfeʃən/,"A type of job that needs special training or skill, especially one that needs a high level of education",Cooking is considered as much a profession as law or medicine.,Nấu ăn được xem là một nghề nghiệp cũng như là nghề luật hay nghề y.,https://audio.tflat.vn/data/cache/images/300x225/p/r/profession1.jpg,https://audio.tflat.vn/audio/p/r/profession.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
relinquish,v.,"Từ bỏ, buông thả",/ri'liɳkwiʃ/,"To stop having something, especially when this happens unwillingly","After Claude married Kiki, he had to relinquish his exclusive hold on the kitchen and learn to share the joys of cooking.","Sau khi Claude lấy Kiki, anh ta đã phải từ bỏ độc quyền nắm giữ nhà bếp và biết chia sẻ niềm vui nấu nướng.",https://audio.tflat.vn/data/cache/images/300x225/r/e/relinquish1.jpg,https://audio.tflat.vn/audio/r/e/relinquish.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
theme,n.,"Đề tài, chủ đề",/θi:m/,"The subject or main idea in a talk, piece of writing, or work of art",North American literature is the main theme of this year's festival.,Văn học Bắc Mỹ là chủ đề chính của lễ hội năm nay.,https://audio.tflat.vn/data/cache/images/300x225/t/h/theme1.jpg,https://audio.tflat.vn/audio/t/h/theme.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
draw,v.,"Thu hút, lôi cuốn",/drɔ:/,To attract or interest someone,Matthew was drawn to a career in cooking.,Matthew đã bị lôi cuốn với công việc nấu ăn.,https://audio.tflat.vn/data/cache/images/300x225/d/r/draw-v2.jpg,https://audio.tflat.vn/audio/d/r/draw-v.mp3,Cooking As A Career,https://tienganhtflat.com/blog/toeic-words-cooking-as-a-career
desire,v.,"Thèm muốn, khao khát, ao ước",/di'zaiə/,Strongly wish for or want something,We desire to have our own home.,Chúng tôi ao ước có ngôi nhà riêng.,https://audio.tflat.vn/data/cache/images/300x225/d/e/desire1.png,https://audio.tflat.vn/audio/d/e/desire.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
detail,v.,"Chi tiết, tỉ mỉ",/'di:teil/,To give a list of facts or all the available information,Give me more details of the plan.,Hãy cho tôi biết thêm chi tiết của kế hoạch.,https://audio.tflat.vn/data/cache/images/300x225/d/e/detail2.png,https://audio.tflat.vn/audio/d/e/detail.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
forecast,v.,"Dự báo, dự đoán, đoán trước",/fɔ:'kɑ:st/,To predict or to estimate (a future event or trend),Analysts forecast a strong economic outlook.,Các nhà phân tích dự báo một viễn cảnh kinh tế sung sức.,https://audio.tflat.vn/data/cache/images/300x225/f/o/forecast1.png,https://audio.tflat.vn/audio/f/o/forecast.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
level,n.,"Cấp, cấp bậc, trình độ",/'levl/,The amount of something that exists in a particular situation at a particular time,We have never had an accountant work at such a sophisticated level before.,Trước đây chúng tôi không bao giờ có một nhân viên kế toán làm với trình độ tinh vi đến thế.,https://audio.tflat.vn/data/cache/images/300x225/l/e/level1.png,https://audio.tflat.vn/audio/l/e/level.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
overall,adj.,"Toàn bộ, toàn thể, tất cả; nói chung",/'ouvərɔ:l/,General,The person with overall responsibility for the project.,Người chịu trách nhiệm toàn bộ cho dự án.,https://audio.tflat.vn/data/cache/images/300x225/o/v/overall1.png,https://audio.tflat.vn/audio/o/v/overall.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
perspective,n.,"Góc nhìn, khía cạnh",/pə'spektiv/,A way of thinking about something,Parents and children usually see things from different perspectives.,"Cha mẹ và con cái thường quan sát sự vật, sự việc từ góc nhìn khác nhau.",https://audio.tflat.vn/data/images_example/300x225/p/a/parents_an_ex1_580de47b7f8b9a84688b45c0.jpg,https://audio.tflat.vn/audio/p/e/perspective.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
project,v.,"Kế hoạch, đồ án, dự án",/ˈprɒdʒekt/,"To plan an activity, a project etc, for a time in the future",The director projects that the company will need to hire ten new employees his year.,Người giám đốc lập kế hoạch là công ty sẽ cần phải thuê 10 nhân viên mới trong năm nay.,https://audio.tflat.vn/data/cache/images/300x225/p/r/project2.png,https://audio.tflat.vn/audio/p/r/project.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
realistic,adj.,"Hiện thực, thực tế",/riə'listik/,Accepting in a sensible way what it is actually possible to do or achieve in a particular situation,Stefano found that an accurate accounting gave him a realistic idea of his business's financial direction.,Stefano thấy rằng công việc kế toán chính xác đã cho anh một ý niệm thực tế về việc quản trị tài chính trong công việc của mình.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_realis_ex2_56248d157f8b9a040dc66024.jpg,https://audio.tflat.vn/audio/r/e/realistic.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
target,n.,"Mục tiêu, mục đích",/'tɑ:git/,An aim,The airport terminal was the target of a bomb.,Trạm đến sân bay là mục tiêu của quả bom.,https://audio.tflat.vn/data/cache/images/300x225/t/a/target2.png,https://audio.tflat.vn/audio/t/a/target.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
translation,n.,"Bản dịch, bài dịch",/træns'leiʃn/,The process of changing something that is written or spoken into another language.,The translation of the statement from Japanese into English was very helpful.,Bản dịch báo cáo từ tiếng Nhật sang tiếng Anh là rất có ích.,https://audio.tflat.vn/data/cache/images/300x225/t/r/translation2.png,https://audio.tflat.vn/audio/t/r/translation.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
typically,adv.,"Tiêu biểu, điển hình",/ˈtɪpɪkli/,Used to say that something usually happens in the way that you are stating,"Office expenses typically include such things as salaries, rent, and office supplies.","Các chi phí văn phòng bao gồm tiêu biểu những thứ như là: tiền lương, tiền thuê và đồ dùng dự trữ văn phòng.",https://audio.tflat.vn/data/cache/images/300x225/t/y/typically1.png,https://audio.tflat.vn/audio/t/y/typically.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
yield,v.,Sinh lợi,/jiːld/,"The total amount of crops, profits",The company's investment yielded high returns.,Việc đầu tư của công ty đã mang lại tiền lãi cao hơn.,https://audio.tflat.vn/data/cache/images/300x225/y/i/yield2.png,https://audio.tflat.vn/audio/y/i/yield.mp3,Financial Statements,https://tienganhtflat.com/blog/toeic-words-financial-statements
museum,n.,Viện bảo tàng,/mju:'ziːəm/,,We can walk to the museum. It’s not far from here.,"Chúng ta có thể đi bộ tới viện bảo tàng, nó cách đây không xa lắm.",https://audio.tflat.vn/data/cache/images/300x225/m/u/museums1.jpg,https://audio.tflat.vn/audio/m/u/museum.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
acquire,v.,"Đạt được, thu được",/ə'kwaiə/,To gain something by your own efforts,He has acquired a good knowledge of English.,Cậu ấy đã đạt được một kiến thức tốt về tiếng Anh.,https://audio.tflat.vn/data/cache/images/300x225/a/c/acquire1.png,https://audio.tflat.vn/audio/a/c/acquire.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
admire,v.,Ngưỡng mộ,/ədˈmaɪə(r)/,To respect someone for what they are or for what they have done,What she did makes me admire her greatly.,Những gì cô ấy làm khiến tôi rất ngưỡng mộ cô ấy.,https://audio.tflat.vn/data/cache/images/300x225/a/d/admire1.png,https://audio.tflat.vn/audio/a/d/admire.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
collection,n.,"Sự sưu tầm, bộ sưu tập",/kəˈlekʃn/,"A group of objects, often of the same sort, that have been collected",He won the fashion award for the best collection.,Ông ấy đã giành giải thưởng thời trang cho bộ sưu tập tốt nhất.,https://audio.tflat.vn/data/cache/images/300x225/c/o/collection1.png,https://audio.tflat.vn/audio/c/o/collection.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
criticism,n.,"Sự phê bình, chỉ trích",/'kritisizm/,The act of expressing disapproval of someone or something and opinions about their faults or bad qualities,The revered artist's criticism of the piece was particularly insightful.,Lời phê bình về tác phẩm của một họa sĩ được kính trọng là đặc biệt sâu sắc.,https://audio.tflat.vn/data/cache/images/300x225/c/r/criticism1.png,https://audio.tflat.vn/audio/c/r/criticism.mp3,Museums,https://tienganhtflat.com/blog/toeic-words-museums
